"범죄별","범행연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"강력범죄(폭력)","56~60세","범죄자 연령[명]","명","29203","31456","30874","31426","31958","29188","23605",
"강력범죄(폭력)","61~70세","범죄자 연령[명]","명","21079","23720","24305","26126","28534","28239","26202",
"강력범죄(폭력)","71세이상","범죄자 연령[명]","명","6896","7452","7419","8282","9256","9009","8689",
"폭행","계","범죄자 연령[명]","명","220704","236505","228999","221369","217391","191012","155279",
"폭행","14세미만","범죄자 연령[명]","명","6","1","1","","","","",
"폭행","14세","범죄자 연령[명]","명","1","891","952","1171","1110","893","963",
"폭행","15세","범죄자 연령[명]","명","1389","1598","1573","1616","1654","1173","1210",
"폭행","16세","범죄자 연령[명]","명","1725","1985","2085","1821","1711","1325","1347",
"폭행","17세","범죄자 연령[명]","명","2432","2388","2710","2471","2074","1608","1435",
"폭행","18세","범죄자 연령[명]","명","3768","3705","4196","3839","3590","2831","2405",
"폭행","19세","범죄자 연령[명]","명","4626","4998","4730","4487","4179","3627","2415",
"폭행","20세","범죄자 연령[명]","명","3312","3916","3898","3603","3453","3082","2300",
"폭행","21세","범죄자 연령[명]","명","3314","3797","4049","3433","3565","3297","2488",
"폭행","22세","범죄자 연령[명]","명","4339","4544","4708","4302","4000","3483","2578",
"폭행","23세","범죄자 연령[명]","명","4410","5025","4843","4349","4211","3535","2576",
"폭행","24세","범죄자 연령[명]","명","4049","4713","4891","4385","4125","3527","2544",
"폭행","25세","범죄자 연령[명]","명","3736","4144","4654","4376","4100","3431","2638",
"폭행","26~30세","범죄자 연령[명]","명","17208","18083","18179","17421","17648","15657","12617",
"폭행","31~35세","범죄자 연령[명]","명","22139","23144","20770","18431","16881","13865","11035",
"폭행","36~40세","범죄자 연령[명]","명","21307","23579","22855","22660","22518","19304","15199",
"폭행","41~45세","범죄자 연령[명]","명","27285","27400","24809","23026","21912","18559","15308",
"폭행","46~50세","범죄자 연령[명]","명","28688","29863","27713","27087","26287","22621","17562",
"폭행","51~55세","범죄자 연령[명]","명","27855","28370","26056","25052","24014","21847","17938",
"폭행","56~60세","범죄자 연령[명]","명","18973","21458","21705","22092","22495","20179","15889",
"폭행","61~70세","범죄자 연령[명]","명","13464","16122","16885","18311","19965","19521","17947",
"폭행","71세이상","범죄자 연령[명]","명","4130","4861","5038","5644","6364","6237","6135",
"상해","계","범죄자 연령[명]","명","93329","83069","74115","65210","59687","53162","42405",
"상해","14세미만","범죄자 연령[명]","명","2","6","4","","","","",
"상해","14세","범죄자 연령[명]","명","-","610","681","696","664","395","450",
"상해","15세","범죄자 연령[명]","명","1048","1159","1090","977","917","673","582",
"상해","16세","범죄자 연령[명]","명","1271","1270","1278","982","880","711","645",
"상해","17세","범죄자 연령[명]","명","1590","1487","1589","1241","1110","757","593",
"상해","18세","범죄자 연령[명]","명","1971","1841","1877","1587","1424","1080","960",
"상해","19세","범죄자 연령[명]","명","2191","1866","1737","1608","1429","1123","891",
"상해","20세","범죄자 연령[명]","명","1578","1470","1319","1122","1080","970","775",
"상해","21세","범죄자 연령[명]","명","1441","1361","1360","1102","1074","986","888",
"상해","22세","범죄자 연령[명]","명","1894","1611","1512","1359","1186","1061","852",
"상해","23세","범죄자 연령[명]","명","1955","1732","1577","1197","1136","1013","851",
"상해","24세","범죄자 연령[명]","명","1834","1620","1541","1204","1091","946","766",
"상해","25세","범죄자 연령[명]","명","1635","1418","1419","1149","1144","965","826",
"상해","26~30세","범죄자 연령[명]","명","7492","6354","5718","4917","4516","4196","3404",
"상해","31~35세","범죄자 연령[명]","명","9081","7754","6447","5137","4466","3711","2810",
"상해","36~40세","범죄자 연령[명]","명","8491","7576","6803","6073","5728","5089","3699",
"상해","41~45세","범죄자 연령[명]","명","10617","9037","7506","6145","5536","4975","3813",
"상해","46~50세","범죄자 연령[명]","명","11348","9800","8566","7389","6789","5906","4511",
"상해","51~55세","범죄자 연령[명]","명","11226","9696","7983","7190","6241","5832","4479",
"상해","56~60세","범죄자 연령[명]","명","7621","7383","6502","6344","5699","5286","4244",
"상해","61~70세","범죄자 연령[명]","명","5770","5628","5319","5395","5314","5306","4700",
"상해","71세이상","범죄자 연령[명]","명","2267","2047","1832","1944","1979","1826","1545",
"협박","계","범죄자 연령[명]","명","15151","17814","17463","19341","23561","23471","22913",
"협박","14세미만","범죄자 연령[명]","명","-","-","3","","","","",
"협박","14세","범죄자 연령[명]","명","-","51","65","96","119","109","123",
"협박","15세","범죄자 연령[명]","명","67","83","125","147","163","146","144",
"협박","16세","범죄자 연령[명]","명","74","92","145","137","220","168","155",
"협박","17세","범죄자 연령[명]","명","102","95","147","183","169","161","193",
"협박","18세","범죄자 연령[명]","명","97","125","141","143","183","191","174",
"협박","19세","범죄자 연령[명]","명","122","172","160","163","196","209","183",
"협박","20세","범죄자 연령[명]","명","122","154","139","156","202","189","196",
"협박","21세","범죄자 연령[명]","명","114","143","114","163","219","194","232",
"협박","22세","범죄자 연령[명]","명","111","213","167","194","221","234","248",
"협박","23세","범죄자 연령[명]","명","148","264","185","216","277","269","248",
"협박","24세","범죄자 연령[명]","명","152","253","202","222","253","274","292",
"협박","25세","범죄자 연령[명]","명","126","203","239","254","257","244","293",
"협박","26~30세","범죄자 연령[명]","명","858","1016","1079","1171","1443","1501","1597",
"협박","31~35세","범죄자 연령[명]","명","1386","1627","1472","1454","1646","1648","1655",
"협박","36~40세","범죄자 연령[명]","명","1497","1838","1870","2042","2392","2365","2202",
"협박","41~45세","범죄자 연령[명]","명","2123","2406","2160","2191","2584","2512","2374",
"협박","46~50세","범죄자 연령[명]","명","2569","2717","2685","2732","3327","3143","2892",
"협박","51~55세","범죄자 연령[명]","명","2277","2581","2289","2747","3224","3322","3150",
"협박","56~60세","범죄자 연령[명]","명","1501","1762","1905","2223","2899","2843","2700",
"협박","61~70세","범죄자 연령[명]","명","1078","1323","1503","1780","2485","2595","2742",
"협박","71세이상","범죄자 연령[명]","명","268","366","362","520","705","736","800",
"공갈","계","범죄자 연령[명]","명","5763","5911","5527","5397","5366","5302","4005",
"공갈","14세미만","범죄자 연령[명]","명","4","-","","","","","",
"공갈","14세","범죄자 연령[명]","명","-","264","272","297","276","260","179",
"공갈","15세","범죄자 연령[명]","명","410","407","379","438","382","358","294",
"공갈","16세","범죄자 연령[명]","명","339","375","398","396","417","396","280",
"공갈","17세","범죄자 연령[명]","명","303","263","341","372","368","325","195",
"공갈","18세","범죄자 연령[명]","명","229","190","207","288","307","265","193",
"공갈","19세","범죄자 연령[명]","명","201","172","181","221","210","210","155",
"공갈","20세","범죄자 연령[명]","명","133","146","127","169","184","180","111",
"공갈","21세","범죄자 연령[명]","명","76","150","113","120","128","110","103",
"공갈","22세","범죄자 연령[명]","명","114","96","95","94","85","104","99",
"공갈","23세","범죄자 연령[명]","명","79","93","69","97","87","82","82",
"공갈","24세","범죄자 연령[명]","명","69","102","75","57","89","70","54",
"공갈","25세","범죄자 연령[명]","명","61","77","72","55","75","80","73",
"공갈","26~30세","범죄자 연령[명]","명","359","358","329","244","281","345","331",
"공갈","31~35세","범죄자 연령[명]","명","496","488","431","314","311","334","232",
"공갈","36~40세","범죄자 연령[명]","명","433","476","438","351","360","407","264",
"공갈","41~45세","범죄자 연령[명]","명","510","453","412","369","328","317","270",
"공갈","46~50세","범죄자 연령[명]","명","504","498","423","400","378","341","230",
"공갈","51~55세","범죄자 연령[명]","명","486","438","414","366","401","360","258",
"공갈","56~60세","범죄자 연령[명]","명","334","383","311","294","309","281","239",
"공갈","61~70세","범죄자 연령[명]","명","237","257","255","231","243","262","243",
"공갈","71세이상","범죄자 연령[명]","명","52","69","67","54","54","55","49",
"약취와유인","계","범죄자 연령[명]","명","290","297","299","268","368","311","325",
"약취와유인","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"약취와유인","14세","범죄자 연령[명]","명","-","-","1","2","3","4","-",
"약취와유인","15세","범죄자 연령[명]","명","5","1","","-","-","8","2",
"약취와유인","16세","범죄자 연령[명]","명","2","3","8","2","2","1","1",
"약취와유인","17세","범죄자 연령[명]","명","4","2","7","5","6","5","1",
"약취와유인","18세","범죄자 연령[명]","명","6","5","7","4","9","5","4",
"약취와유인","19세","범죄자 연령[명]","명","11","8","12","7","5","6","6",
"약취와유인","20세","범죄자 연령[명]","명","3","10","7","5","6","8","7",
"약취와유인","21세","범죄자 연령[명]","명","9","11","1","3","4","10","5",
"약취와유인","22세","범죄자 연령[명]","명","8","7","5","5","1","8","5",
"약취와유인","23세","범죄자 연령[명]","명","1","4","2","4","6","3","6",
"약취와유인","24세","범죄자 연령[명]","명","7","2","5","6","10","4","6",
"약취와유인","25세","범죄자 연령[명]","명","3","5","10","4","9","14","12",
"약취와유인","26~30세","범죄자 연령[명]","명","23","33","23","20","30","36","56",
"약취와유인","31~35세","범죄자 연령[명]","명","32","30","28","37","42","27","27",
"약취와유인","36~40세","범죄자 연령[명]","명","30","37","44","34","54","32","47",
"약취와유인","41~45세","범죄자 연령[명]","명","30","39","28","23","49","26","28",
"약취와유인","46~50세","범죄자 연령[명]","명","20","15","20","18","27","16","23",
"약취와유인","51~55세","범죄자 연령[명]","명","17","22","20","20","16","19","22",
"약취와유인","56~60세","범죄자 연령[명]","명","28","19","22","26","27","24","25",
"약취와유인","61~70세","범죄자 연령[명]","명","11","25","33","30","21","34","24",
"약취와유인","71세이상","범죄자 연령[명]","명","11","5","7","7","23","8","12",
"체포와감금","계","범죄자 연령[명]","명","2372","2622","2771","2495","2546","2517","2303",
"체포와감금","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"체포와감금","14세","범죄자 연령[명]","명","-","18","17","23","28","24","21",
"체포와감금","15세","범죄자 연령[명]","명","18","24","42","45","45","33","30",
"체포와감금","16세","범죄자 연령[명]","명","25","35","53","43","34","45","51",
"체포와감금","17세","범죄자 연령[명]","명","39","47","67","80","46","61","51",
"체포와감금","18세","범죄자 연령[명]","명","34","47","61","89","100","92","59",
"체포와감금","19세","범죄자 연령[명]","명","67","61","81","85","118","109","100",
